NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
KJ,350,"Rolls,Fast Food",Dehradun,Garhi Cantt,Quick Bites,Good,3.5,31
Chicago Pizza,600,"Pizza,Italian,Continental,Fast Food",Dehradun,Hathibarkala Salwala,Quick Bites,Good,3.7,50
Lemon Chilli Pure Veg,200,"North Indian,Chinese",Dehradun,Race Course,Bhojanalya,Average,3.4,8
TKC Restaurant,350,"South Indian,Chinese",Dehradun,Prem Nagar,Quick Bites,Good,3.5,38
Cravity,200,Bakery,Dehradun,Majra,Bakery,Good,3.6,14
Street Buster,150,"Fast Food,Pizza,Beverages",Dehradun,Khurbura,Quick Bites,Average,3.3,6
The Grill Daddy,400,Fast Food,Dehradun,Kaonli,Quick Bites,Average,3.4,28
New Madras Cafe,200,"South Indian,Beverages",Dehradun,Dharampur,Quick Bites,Average,2.9,16
NCR Kitchen,300,"Chinese,Fast Food",Dehradun,Hathibarkala Salwala,Quick Bites,Poor,2.3,28
Ahuja's,300,"Mithai,South Indian",Dehradun,Dharampur,Sweet Shop,Average,3.4,21
Vikas Bakers & Confectioners,400,Bakery,Dehradun,Race Course,Bakery,Average,3.1,4
Kumar Sweet Shop,250,"South Indian,North Indian,Chinese,Mithai,Street Food",Dehradun,Dharampur,Quick Bites,Average,3.4,18
Opee's Bakers,200,"Bakery,Fast Food",Dehradun,Hathibarkala Salwala,Quick Bites,Good,3.7,27
Singh Fast Food,150,North Indian,Dehradun,Balliwala,Quick Bites,None,NEW,NEW
Sangam Food Point,150,North Indian,Dehradun,Subhash Nagar,Quick Bites,Average,3.4,10
Elloras,300,"Desserts,Bakery",Dehradun,Prem Nagar,Bakery,Average,3.4,18
Hashtag 1Way Adda,400,North Indian,Dehradun,Malsi,Quick Bites,Average,3.3,9
Vivek Restaurant,500,"North Indian,Chinese",Dehradun,Balliwala,Casual Dining,Average,3.3,39
Doon Memories Bakers & Cafe,300,"Bakery,Chinese,Fast Food",Dehradun,Subhash Nagar,Quick Bites,Average,3.2,15
Second Wife Restaurant,400,North Indian,Dehradun,Majra,none,None,NEW,NEW
Bondlee Cafe,300,"North Indian,Chinese",Dehradun,Subhash Nagar,Quick Bites,None,NEW,NEW
Kaafal,1000,"North Indian,Chinese,South Indian",Dehradun,Chironwali,Casual Dining,Good,3.5,20
Sapphire,700,"North Indian,Chinese,Continental",Dehradun,Majra,Bar,Average,3.4,14
Muddy Bull Cafe,350,Fast Food,Dehradun,Ballupur,Quick Bites,Good,3.7,33
Gulati Juice Corner,200,Juices,Dehradun,Karanpur,Beverage Shop,Good,3.5,19
Chappan Bhog,150,Mithai,Dehradun,Race Course,Sweet Shop,Average,3.3,14
Lazeez Family Restaurant,650,"North Indian,Chinese,Mughlai,Biryani",Dehradun,Dharampur,Casual Dining,Average,3.4,24
Thee Heart,800,Chinese,Dehradun,Karanpur,Casual Dining,Average,3.4,34
Chaupal Restaurant,500,"North Indian,Fast Food",Dehradun,Chironwali,Casual Dining,Average,3.4,26
Chill Out Cafe,200,"North Indian,Chinese",Dehradun,Karanpur,Quick Bites,Average,3.3,10
Chillies N Chimneys Restaurant - Hotel Doon Regency,700,"North Indian,Chinese",Dehradun,Race Course,Casual Dining,Average,3.3,32
Bustan Bakers and Confectionners,200,"Bakery,Chinese,Fast Food",Dehradun,Subhash Nagar,Confectionery,Average,3.2,9
Tandoori Night,500,"North Indian,Chinese",Dehradun,Dharampur,Casual Dining,Average,2.8,27
Bookyourmeal,250,"North Indian,Chinese,Fast Food",Dehradun,Balliwala,none,Good,3.8,36
Delight Bakers,200,Bakery,Dehradun,Race Course,Bakery,Average,3.4,25
Barbq Bytes,250,"North Indian,Mughlai,Kebab",Dehradun,Chironwali,none,Good,3.5,26
Lock Heart Restaurant & Cafe,300,"North Indian,Fast Food,Cafe,Chinese,Continental,Beverages",Dehradun,Ballupur,Casual Dining,Average,3.1,5
The Free Bird Cafe,400,"Continental,Indian",Dehradun,Malsi,Quick Bites,Average,3.3,11
Pushpanjali Restaurant,200,"Chinese,North Indian",Dehradun,Majra,Quick Bites,None,NEW,NEW
Outpost,800,Chinese,Dehradun,Jakhan,Casual Dining,Good,3.8,30
Big Bro's Cafe,400,Cafe,Dehradun,Subhash Nagar,Café,Average,3.3,18
UK Roll Express,100,"Rolls,Fast Food",Dehradun,Karanpur,Quick Bites,None,NEW,NEW
Señorita's The Food Truck,250,Mexican,Dehradun,Rajpur,Quick Bites,Average,3.4,8
The Munaal's Restaurant,400,"North Indian,South Indian,Chinese,Italian",Dehradun,Majra,Casual Dining,Average,3.3,10
Captain's cook,200,Fast Food,Dehradun,Chironwali,Quick Bites,Good,3.5,9
Flavors of India,250,"Street Food,Fast Food",Dehradun,Balliwala,Quick Bites,Average,3.3,17
Qb Lounge Bar,1500,"Mughlai,North Indian,Chinese",Dehradun,Jakhan,Lounge,Good,3.6,89
Indiyum,300,"Continental,Fast Food",Dehradun,Jakhan,Quick Bites,Average,3.4,6
Shri Ambey Bikaner Mishthan Bhandar,400,"Street Food,Mithai",Dehradun,Garhi Cantt,Sweet Shop,Average,2.9,6
Cafe Village Highway,500,"Cafe,Indian,Italian",Dehradun,Balliwala,Café,Very Good,4.0,256
Uncle m Hungry,550,"North Indian,Biryani,Fast Food,Chinese,Momos,Continental",Dehradun,Hathibarkala Salwala,Casual Dining,Very Good,4.1,163
Jalapenos,500,"Cafe,Mexican",Dehradun,Malsi,Café,Excellent,4.5,368
Waffles & Crepes,300,"Cafe,French,Desserts",Dehradun,Karanpur,Café,Very Good,4.1,159
Big Feast,500,"BBQ,North Indian,Chinese,Grill",Dehradun,Jakhan,Casual Dining,Very Good,4.2,416
South Indian Vibes Restaurant,600,South Indian,Dehradun,Karanpur,Casual Dining,Very Good,4.2,178
Dunkin Donuts,600,"Burger,Desserts,Fast Food,Beverages,Cafe",Dehradun,Pacific Mall-- Jakhan,Quick Bites,Very Good,4.2,244
Punjab Di Rasoi,150,North Indian,Dehradun,Majra,Quick Bites,Average,2.6,102
Mirabilia,1200,"North Indian,South Indian,Continental",Dehradun,Karanpur,Casual Dining,Very Good,4.4,284
Pizza Italia,350,"Pizza,Fast Food",Dehradun,Karanpur,Quick Bites,Good,3.7,205
THC- Truckers Halt Cafe,400,"American,Burger",Dehradun,Rajpur,Food Truck,Very Good,4.0,88
Mussoorie Lights,1500,"North Indian,Continental,Italian,Mexican,Afghan",Dehradun,Chukkuwala,Casual Dining,Very Good,4.2,305
Patio Terrace,900,"North Indian,Italian,Continental,Chinese",Dehradun,Karanpur,Café,Very Good,4.1,146
Bikanervala,550,"Street Food,Fast Food,South Indian,Mithai,Beverages",Dehradun,Hathibarkala Salwala,Quick Bites,Good,3.7,110
Bigway Cafe,550,"Continental,North Indian,Chinese",Dehradun,Garhi Cantt,Quick Bites,Very Good,4.2,47
Innovation,250,Fast Food,Dehradun,Morowala,Quick Bites,Average,2.9,15
Lords Of Barbecue,1200,"North Indian,BBQ",Dehradun,Jakhan,Casual Dining,Good,3.8,26
Jatt and Jaats,400,"North Indian,Chinese",Dehradun,Balliwala,Quick Bites,None,NEW,NEW
Aaoji Khaoji Restaurant,350,North Indian,Dehradun,Jakhan,Quick Bites,Average,3.4,26
0135 Pub & Kitchen,1200,"Continental,North Indian,Chinese,Pizza,Grill",Dehradun,Rajpur,Pub,Good,3.9,26
Wow Chinese,150,Chinese,Dehradun,Race Course,Quick Bites,Average,3.4,18
Rukkbay,400,"Bakery,Beverages,Cafe,Coffee,Fast Food,Finger Food,Modern Indian",Dehradun,Kaonli,Quick Bites,Average,3.3,12
Eat Cake,250,Bakery,Dehradun,Ballupur,Bakery,Average,3.3,7
New Gupta Sweets Shop,200,North Indian,Dehradun,Morowala,Dhaba,Average,3.1,4
Grill Inn,300,Fast Food,Dehradun,Raipur,Food Court,Average,3.1,4
The Global Bakers,250,"Fast Food,Bakery",Dehradun,Ballupur,Bakery,Average,3.1,5
Bikaner Sweets,100,"Street Food,Mithai,Fast Food",Dehradun,Balliwala,Sweet Shop,Average,3.0,9
Kumar Sweets and Restaurant,450,"North Indian,South Indian,Chinese,Mithai",Dehradun,Chironwali,Quick Bites,Average,3.0,6
Chandras Restaurant & Cafe,300,"North Indian,Chinese,South Indian",Dehradun,Balliwala,Casual Dining,Good,3.5,5
CAFE DELIGHT CORNER,400,"Fast Food,Chinese",Dehradun,Subhash Nagar,Quick Bites,Average,3.2,5
Shree Radhey - Aap Ki Rasoi,250,Fast Food,Dehradun,Chukkuwala,Quick Bites,None,NEW,NEW
Bhatia Sweet House,200,"Street Food,Mithai",Dehradun,Prem Nagar,Sweet Shop,Not rated,-,-
The Great Grand PA Cafe,450,"North Indian,Cafe",Dehradun,Paltan Bazaar,Quick Bites,Average,2.6,8
Chaat Adda,200,Street Food,Dehradun,Kaonli,Quick Bites,Average,3.0,13
Gulab Sweets & Restaurant,600,"North Indian,Street Food,Chinese,South Indian",Dehradun,Ballupur,Quick Bites,Average,3.1,8
B & B Food,500,"North Indian,Fast Food",Dehradun,Subhash Nagar,Casual Dining,Average,3.1,6
China Town,450,Chinese,Dehradun,Crossroads Mall-- Karanpur,Food Court,Average,2.7,9
New Venus Bakers & Sweet Corner,350,"Bakery,Fast Food",Dehradun,Krishna Nagar,Bakery,Average,2.9,4
Down Street Momos,150,Momos,Dehradun,Hathibarkala Salwala,Quick Bites,Average,2.8,6
Toss Cafe Lounge,800,Cafe,Dehradun,Chukkuwala,Café,Average,3.2,12
Kathi Rolls,100,Fast Food,Dehradun,Khurbura,Quick Bites,None,NEW,NEW
The Kebab's & Biryani,450,"North Indian,Biryani",Dehradun,Jakhan,Quick Bites,Good,3.7,79
Bakery Wala,500,"South Indian,Chinese,Bakery,North Indian",Dehradun,Ballupur,Quick Bites,Average,2.7,12
Garden Cress - Ramada Dehradun,1500,"North Indian,South Indian,Chinese,Continental",Dehradun,Ramada Dehradun,Fine Dining,Very Good,4.0,51
Mago Food Corner,150,Fast Food,Dehradun,Ballupur,Quick Bites,Average,3.4,18
Bake My Way,400,"Bakery,Desserts",Dehradun,Race Course,Dessert Parlor,Good,3.6,11
The Chocolate Room,550,"Continental,Pizza,Cafe",Dehradun,Jakhan,Quick Bites,Average,3.4,7
Dragon Bowl,0,"Chinese,Tibetan",Dehradun,Garhi Cantt,Quick Bites,Average,3.4,16
Katiyar Bake Shop,250,"Bakery,Sandwich",Dehradun,Dharampur,Bakery,Average,3.2,6
Tit Bit's Bakers,250,"Fast Food,Desserts,Bakery",Dehradun,Balliwala,Quick Bites,Average,3.3,13
Spice Indian Corner,500,"North Indian,Chinese",Dehradun,Race Course,Casual Dining,Average,3.0,7
Goli,150,Fast Food,Dehradun,Malsi,Quick Bites,Average,3.2,8
Hotel Shree Ram - JB Foods,500,"Chinese,North Indian,South Indian",Dehradun,Race Course,Dhaba,Average,2.7,17
Sunil Sweet Shop,150,"Street Food,Mithai",Dehradun,Dharampur,Quick Bites,Average,3.2,10
Gurukripa fooda,200,North Indian,Dehradun,Karanpur,Quick Bites,Average,3.1,6
Kailash Bhojnalya,100,North Indian,Dehradun,Race Course,Dhaba,Average,3.1,6
The Global Bakers,300,Bakery,Dehradun,Paltan Bazaar,Bakery,Average,3.2,7
Chennai Express,300,South Indian,Dehradun,Crossroads Mall-- Karanpur,Food Court,Average,2.7,4
Mukhiya's,500,North Indian,Dehradun,Malsi,Quick Bites,Average,3.1,14
Jaiswal's Restaurant and Confectionery,400,North Indian,Dehradun,Dharampur,Quick Bites,Average,2.9,4
Chatar Patar,400,"Fast Food,Street Food,Momos",Dehradun,Hathibarkala Salwala,Quick Bites,Good,3.8,79
