NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Nawab Restaurant,500,"North Indian,Chinese",Allahabad,Naini,Quick Bites,Not rated,-,-
Maa Kripa-Shri Bhagya Sweets,200,"Mithai,Street Food",Allahabad,Naini,Sweet Shop,None,NEW,NEW
Mughlai Khana,400,Mughlai,Allahabad,Meergunj,Quick Bites,Not rated,-,-
Haveli Restaurant,500,"North Indian,Chinese",Allahabad,Naini,Casual Dining,None,Opening,Opening
Shivkripa Pizza Corner,400,"Pizza,Fast Food",Allahabad,Kareli,Quick Bites,None,NEW,NEW
UBQ by Barbeque Nation,1000,North Indian,Allahabad,Civil Lines,none,Not rated,-,-
Food Hub,300,"North Indian,Chinese,Fast Food",Allahabad,Kareli,none,None,NEW,NEW
A2A Cafe Cum Restaurant,200,"Beverages,Fast Food",Allahabad,Civil Lines,Quick Bites,None,NEW,NEW
Sagar Ratna,600,"South Indian,North Indian,Chinese,Continental",Allahabad,Tagore Town,Casual Dining,Very Good,4.4,624
Moti Mahal Delux,600,"Mughlai,North Indian,Chinese",Allahabad,Vinayak City Centre Mall-- Civil Lines,Casual Dining,Very Good,4.0,153
Dosa Plaza,400,South Indian,Allahabad,Civil Lines,Casual Dining,Very Good,4.1,173
Makkhan's Restaurant,450,"North Indian,South Indian,Chinese,Fast Food",Allahabad,Dhoomanganj,Casual Dining,Very Good,4.0,210
Tandoor Restaurant,500,"North Indian,Chinese",Allahabad,Civil Lines,Casual Dining,Average,2.7,344
SCORE - The Games Cafe,200,"Cafe,Desserts,Beverages",Allahabad,Civil Lines,Café,Excellent,4.5,335
Kailash Parbat,400,"North Indian,South Indian,Chinese,Continental",Allahabad,Civil Lines,Quick Bites,Good,3.9,31
Barcode,1400,"Biryani,North Indian,Finger Food",Allahabad,Civil Lines,Lounge,Average,3.4,146
Cafe El Chico,1000,"Cafe,Italian,Continental",Allahabad,Civil Lines,Café,Very Good,4.3,222
Rolls Mania,450,"Rolls,Fast Food",Allahabad,Ashok Nagar,Quick Bites,Very Good,4.0,110
Shamiana's,300,North Indian,Allahabad,Civil Lines,Casual Dining,Good,3.6,112
The Tamarind Tree,500,"South Indian,Chinese",Allahabad,Civil Lines,Casual Dining,Very Good,4.0,248
Hot Stuff,500,"North Indian,Fast Food",Allahabad,Civil Lines,Casual Dining,Very Good,4.0,272
Food Square,300,"North Indian,Chinese,Mughlai",Allahabad,Katra,Casual Dining,Good,3.7,33
Malt,300,"Cafe,Beverages,Bakery",Allahabad,Ashok Nagar,Café,Excellent,4.6,291
Harish Bhojanalaya & Restaurant,300,Fast Food,Allahabad,Civil Lines,Quick Bites,Good,3.7,70
Bean Here,350,"Cafe,Fast Food",Allahabad,Civil Lines,Café,Good,3.9,173
The Pantry Car,300,"Chinese,Continental,Momos",Allahabad,Civil Lines,Quick Bites,Good,3.9,96
Dosa Plaza,500,"South Indian,North Indian,Chinese",Allahabad,Katra,Casual Dining,Good,3.7,52
Coffee Machine The Cafe,250,"Italian,Continental,Beverages",Allahabad,Civil Lines,Quick Bites,None,NEW,NEW
Kaffe Kona,400,Cafe,Allahabad,Naini,Café,Very Good,4.0,68
Paradise Confectioner,500,"Fast Food,Desserts",Allahabad,Tagore Town,Quick Bites,Very Good,4.2,146
Gay Time Family Restaurant,500,"North Indian,South Indian,Chinese,Fast Food",Allahabad,Civil Lines,Casual Dining,Dobré,3.7,143
Chill Lounge,800,"North Indian,South Indian,Chinese,Continental",Allahabad,Civil Lines,Casual Dining,Good,3.6,95
The Second Wife,500,North Indian,Allahabad,George Town,Casual Dining,Average,2.7,103
Coffee Calling,400,Cafe,Allahabad,Civil Lines,Café,Good,3.9,109
Balaji Idli House,500,"South Indian,North Indian",Allahabad,Tagore Town,Casual Dining,Good,3.9,58
Rajwada's,700,"North Indian,South Indian,Chinese,Fast Food",Allahabad,Colonel Ganj,Casual Dining,Good,3.7,70
Keventers,400,"Beverages,Ice Cream,Desserts",Allahabad,Civil Lines,Beverage Shop,Very Good,4.2,84
9280 The Family Restaurant,600,North Indian,Allahabad,Civil Lines,Casual Dining,Good,3.9,145
