NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Madrasi Lassi,300,"Beverages,Fast Food",Chennai,Poonamalle,Quick Bites,Good,3.6,32
Agarwal Hot Chat,150,"North Indian,Street Food",Chennai,Avadi,Quick Bites,Average,3.4,34
Verghese Bakery,200,Bakery,Chennai,Mandaveli,Bakery,Good,3.7,43
Bethel,400,Cafe,Chennai,GST Road,Café,Good,3.6,54
Dessert Destiny,450,Bakery,Chennai,Thousand Lights,Bakery,Good,3.8,17
Madurai Alagarsamy Mess,350,"South Indian,Chinese",Chennai,Madipakkam,Quick Bites,Good,3.5,33
Tepin Chilli,1000,"South Indian,Biryani,North Indian,Chinese",Chennai,Hotel Park Elanza-- Nungambakkam,Casual Dining,Good,3.5,27
Tranquility Multi Cuisine Restaurant,600,"Continental,Chinese,South Indian,Thai,North Indian",Chennai,Medavakkam,Casual Dining,Average,3.3,29
Noor Hotel,300,"North Indian,Chettinad,Chinese",Chennai,Vandalur,Quick Bites,Average,3.1,45
Spicy Indian Burgers,500,"Cafe,Fast Food,Burger,Beverages",Chennai,Perungudi,Café,None,NEW,NEW
Entree,400,"Chinese,South Indian",Chennai,Pallavaram,Casual Dining,Average,3.0,38
Grand Star,350,North Indian,Chennai,GST Road,Quick Bites,Average,3.4,38
Arabi Sutta Kozhi,350,"Arabian,BBQ",Chennai,Adambakkam,Quick Bites,Average,3.4,44
Thameem Bro's,400,"North Indian,Chinese",Chennai,Avadi,Quick Bites,Average,3.3,41
Rohini Restaurant,100,North Indian,Chennai,Porur,Quick Bites,Good,3.7,44
Jammy Tommy,300,"Ice Cream,Fast Food",Chennai,Maduravoyal,Dessert Parlor,Good,3.5,27
Hotel Vishal Bhavan,300,South Indian,Chennai,Porur,Quick Bites,Average,2.8,44
Thalappakattu Biryani,150,"Biryani,South Indian",Chennai,Anna Nagar East,Quick Bites,Average,3.2,48
Bhavras Burger Hub,200,"Burger,Fast Food",Chennai,Anna Nagar West,Quick Bites,Good,3.6,42
Usthad Hotel,150,South Indian,Chennai,Karapakkam,Quick Bites,Good,3.5,35
Rusy Foods,300,Fast Food,Chennai,Sholinganallur,Quick Bites,Average,3.1,35
Delight Cake Shop,100,Bakery,Chennai,Perambur,Bakery,Average,3.1,8
Grandpa's Kitchen,200,Fast Food,Chennai,T. Nagar,Quick Bites,Good,3.5,28
Chook Fork,600,"Chinese,Chettinad,South Indian,Momos",Chennai,Ascendas IT Park-- Taramani,Food Court,Good,3.5,30
Loiee Sweets & Snacks,600,"Mithai,South Indian,North Indian,Chinese",Chennai,Chromepet,Quick Bites,Average,3.0,31
Hotel Sri Lakshmi Sagar,300,"South Indian,Chinese",Chennai,Thiruvanmiyur,Quick Bites,Good,3.8,49
Chennai Chetti Vilas,300,"North Indian,South Indian,Chinese",Chennai,Royapettah,Casual Dining,Average,3.0,34
Chaat Dukaan,200,"Street Food,Fast Food,North Indian",Chennai,Velachery,none,Average,2.9,31
More Than Momos,200,"Fast Food,Momos",Chennai,Adyar,Kiosk,Average,2.9,30
VEJ,300,"North Indian,South Indian,Fusion",Chennai,West Mambalam,Quick Bites,Good,3.7,36
Burger Hangover,200,Fast Food,Chennai,Adyar,Quick Bites,Average,3.4,35
Straang T,150,Fast Food,Chennai,Nandanam,Casual Dining,Good,3.5,27
Hotel Aradhana,350,South Indian,Chennai,Egmore,Casual Dining,Average,2.8,33
Le Cafe Et Gateaux,300,"Bakery,Desserts,Fast Food",Chennai,Perambur,Bakery,Average,3.2,28
Bombay Crispy Chicken,250,North Indian,Chennai,Ramapuram,Quick Bites,Average,3.4,16
Truffle Delight,200,"Bakery,Fast Food,Desserts",Chennai,Teynampet,Bakery,Good,3.6,24
Ka Restaurant,300,South Indian,Chennai,Besant Nagar,Quick Bites,Good,3.7,21
HR05 Food Plaza,250,"Fast Food,North Indian",Chennai,Potheri,Quick Bites,Good,3.6,28
Black Pekoe Tea,200,"Beverages,Desserts,Street Food",Chennai,Velachery,Beverage Shop,Good,3.6,20
King's Kitchen,500,"North Indian,Chinese",Chennai,Valasaravakkam,Quick Bites,Average,3.1,41
Sree Gupta Bhavan,400,"Fast Food,Desserts",Chennai,GST Road,Quick Bites,Good,3.5,36
Bobacha,300,Beverages,Chennai,Perungudi,Quick Bites,Good,3.7,25
Ambur Kalyana Kari Biriyani,200,Biryani,Chennai,Madipakkam,Quick Bites,Good,3.6,42
96 Restaurant,400,"Chinese,Chettinad,North Indian",Chennai,Poonamalle,Quick Bites,Good,3.7,25
Coronation Restaurant,600,"North Indian,Biryani,BBQ,Bakery",Chennai,Old Mahabalipuram Road (OMR),Casual Dining,Average,3.0,39
Chubby Cheesecakes,500,"Desserts,Bakery",Chennai,Saidapet,none,Good,3.7,18
Chillies,900,"North Indian,Mughlai,Chinese,South Indian",Chennai,Saaral Residency-- Mogappair,Casual Dining,Average,3.3,31
Ayur Square,500,"North Indian,South Indian,Fast Food,Healthy Food",Chennai,Velachery,Casual Dining,Good,3.6,16
Sunny Days,400,"Fast Food,Desserts,Beverages",Chennai,Potheri,Kiosk,Average,3.3,33
Amul Ice Cream Parlour,300,"Ice Cream,Fast Food",Chennai,Ambattur,Dessert Parlor,Good,3.5,31
Chicken Kitchen,300,"South Indian,Biryani",Chennai,Chengalpattu,Quick Bites,Good,3.6,35
Dhaba Cafe,350,"North Indian,Chinese",Chennai,Vadapalani,Quick Bites,Average,3.4,19
Hotel Nalan,300,South Indian,Chennai,Ashok Nagar,Casual Dining,Good,3.5,26
Tryst Gourmet,500,"French,Continental,Bakery",Chennai,Alwarpet,none,Good,3.6,35
