NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,CUSINE TYPE,RATING_TYPE,RATING,VOTES
Pattropoda.com,700,"North Indian,Chinese,Mughlai",Bhubaneswar,Baramunda,Casual Dining,Good,3.5,69
Hotel Blue Heaven,500,"North Indian,Chinese",Bhubaneswar,Chandrasekharpur,Casual Dining,Good,3.7,91
Kebaabs - Hotel Hindustan International,1400,"Mughlai,Kebab",Bhubaneswar,Hotel Hindustan International-- Kharabela Nagar,Fine Dining,Good,3.8,90
City Grills,400,"Continental,Healthy Food",Bhubaneswar,Chandrasekharpur,none,Good,3.9,56
Maa Dakshinakali Hotel,150,"North Indian,Fast Food",Bhubaneswar,Nayapalli,Quick Bites,Average,3.4,42
Taste of China,500,Chinese,Bhubaneswar,Sahid Nagar,Quick Bites,Good,3.8,36
BJ's Tandoor Delights,450,"North Indian,Biryani",Bhubaneswar,Chandrasekharpur,Quick Bites,Good,3.8,84
Smart Dhaba,500,North Indian,Bhubaneswar,Patia,Casual Dining,Average,3.0,85
Kuk-Doo-Koo,250,Fast Food,Bhubaneswar,Kharabela Nagar,Quick Bites,Good,3.6,85
Monginis Cake Shop,200,Bakery,Bhubaneswar,Kharabela Nagar,Bakery,Good,3.5,39
Kolkata Rolls,400,Rolls,Bhubaneswar,Gajapati Nagar,Quick Bites,Average,3.0,72
Hotel Tarini Cottage,300,Fast Food,Bhubaneswar,Chandrasekharpur,Quick Bites,Good,3.6,54
Chick Blast,450,Fast Food,Bhubaneswar,Jagmohan Nagar,Quick Bites,Good,3.6,76
Sizzler Multicuisine Restaurant,400,"North Indian,Chinese",Bhubaneswar,Sahid Nagar,Quick Bites,Good,3.6,66
Alina Hub,450,"Seafood,North Indian",Bhubaneswar,Sahid Nagar,Quick Bites,Good,3.6,37
Momore,300,"Chinese,Thai,Momos",Bhubaneswar,Khandagiri,Quick Bites,Average,2.7,79
Devdas Fast Food,300,"Fast Food,North Indian,Chinese",Bhubaneswar,Baramunda,Quick Bites,Average,3.1,34
Shree Kunj Restaurant,400,"South Indian,North Indian,Fast Food",Bhubaneswar,Jayadev Vihar,Quick Bites,Average,2.5,64
Bon Appetite,400,"Oriya,Bengali",Bhubaneswar,Sahid Nagar,Casual Dining,Average,3.4,71
The Bento Box,300,"North Indian,Chinese",Bhubaneswar,Kharabela Nagar,none,Average,3.3,36
Food On Fire,200,Fast Food,Bhubaneswar,Forest Park,Quick Bites,Average,3.4,41
Thali Junction,200,"North Indian,Biryani",Bhubaneswar,Jayadev Vihar,Casual Dining,Average,3.3,23
